1,25,247,2017,15271,111505,798967,5666497,39960391,280902385,1971035287,13816121377,96788347111,677820419665,4745950897207
1,24,256,2304,19456,159744,1294336,10420224,83623936,670040064,5364514816,42932895744,343530274816,2748510633984,21989158813696
